        0.97668        0.96130        0.94592        0.93054        0.91516        0.89978        0.88440        0.86902        0.85364        0.83826        0.82288        0.80750        0.79211        0.77673        0.76135        0.74597        0.73059        0.71521        0.69983        0.68445        0.66907        0.65369        0.63831        0.62292        0.60754        0.59216        0.57678        0.56140        0.54602        0.53064        0.51526        0.49988        0.48450        0.46912        0.45374        0.43835        0.42297        0.40759        0.39221        0.37683        0.36145        0.34607        0.33069        0.31531        0.29993        0.28455        0.26917        0.25378        0.23840        0.22302        0.20764        0.19226        0.17688        0.16150        0.14612        0.13074        0.11536        0.09998        0.08459        0.06921        0.05383        0.03845        0.02307        0.00769       -0.00769       -0.02307       -0.03845       -0.05383       -0.06921       -0.08459       -0.09998       -0.11536       -0.13074       -0.14612       -0.16150       -0.17688       -0.19226       -0.20764       -0.22302       -0.23840       -0.25378       -0.26917       -0.28455       -0.29993       -0.31531       -0.33069       -0.34607       -0.36145       -0.37683       -0.39221       -0.40759       -0.42297       -0.43835       -0.45374       -0.46912       -0.48450       -0.49988       -0.51526       -0.53064       -0.54602       -0.56140       -0.57678       -0.59216       -0.60754       -0.62292       -0.63831       -0.65369       -0.66907       -0.68445       -0.69983       -0.71521       -0.73059       -0.74597       -0.76135       -0.77673       -0.79211       -0.80750       -0.82288       -0.83826       -0.85364       -0.86902       -0.88440       -0.89978       -0.91516       -0.93054       -0.94592       -0.96130       -0.97668
        0.93018        0.91553        0.90088        0.88623        0.87158        0.85693        0.84229        0.82764        0.81299        0.79834        0.78369        0.76904        0.75439        0.73975        0.72510        0.71045        0.69580        0.68115        0.66650        0.65186        0.63721        0.62256        0.60791        0.59326        0.57861        0.56396        0.54932        0.53467        0.52002        0.50537        0.49072        0.47607        0.46143        0.44678        0.43213        0.41748        0.40283        0.38818        0.37354        0.35889        0.34424        0.32959        0.31494        0.30029        0.28564        0.27100        0.25635        0.24170        0.22705        0.21240        0.19775        0.18311        0.16846        0.15381        0.13916        0.12451        0.10986        0.09521        0.08057        0.06592        0.05127        0.03662        0.02197        0.00732       -0.00732       -0.02197       -0.03662       -0.05127       -0.06592       -0.08057       -0.09521       -0.10986       -0.12451       -0.13916       -0.15381       -0.16846       -0.18311       -0.19775       -0.21240       -0.22705       -0.24170       -0.25635       -0.27100       -0.28564       -0.30029       -0.31494       -0.32959       -0.34424       -0.35889       -0.37354       -0.38818       -0.40283       -0.41748       -0.43213       -0.44678       -0.46143       -0.47607       -0.49072       -0.50537       -0.52002       -0.53467       -0.54932       -0.56396       -0.57861       -0.59326       -0.60791       -0.62256       -0.63721       -0.65186       -0.66650       -0.68115       -0.69580       -0.71045       -0.72510       -0.73975       -0.75439       -0.76904       -0.78369       -0.79834       -0.81299       -0.82764       -0.84229       -0.85693       -0.87158       -0.88623       -0.90088       -0.91553       -0.93018
        0.88367        0.86975        0.85583        0.84192        0.82800        0.81409        0.80017        0.78625        0.77234        0.75842        0.74451        0.73059        0.71667        0.70276        0.68884        0.67493        0.66101        0.64709        0.63318        0.61926        0.60535        0.59143        0.57751        0.56360        0.54968        0.53577        0.52185        0.50793        0.49402        0.48010        0.46619        0.45227        0.43835        0.42444        0.41052        0.39661        0.38269        0.36877        0.35486        0.34094        0.32703        0.31311        0.29919        0.28528        0.27136        0.25745        0.24353        0.22961        0.21570        0.20178        0.18787        0.17395        0.16003        0.14612        0.13220        0.11829        0.10437        0.09045        0.07654        0.06262        0.04871        0.03479        0.02087        0.00696       -0.00696       -0.02087       -0.03479       -0.04871       -0.06262       -0.07654       -0.09045       -0.10437       -0.11829       -0.13220       -0.14612       -0.16003       -0.17395       -0.18787       -0.20178       -0.21570       -0.22961       -0.24353       -0.25745       -0.27136       -0.28528       -0.29919       -0.31311       -0.32703       -0.34094       -0.35486       -0.36877       -0.38269       -0.39661       -0.41052       -0.42444       -0.43835       -0.45227       -0.46619       -0.48010       -0.49402       -0.50793       -0.52185       -0.53577       -0.54968       -0.56360       -0.57751       -0.59143       -0.60535       -0.61926       -0.63318       -0.64709       -0.66101       -0.67493       -0.68884       -0.70276       -0.71667       -0.73059       -0.74451       -0.75842       -0.77234       -0.78625       -0.80017       -0.81409       -0.82800       -0.84192       -0.85583       -0.86975       -0.88367
        0.83716        0.82397        0.81079        0.79761        0.78442        0.77124        0.75806        0.74487        0.73169        0.71851        0.70532        0.69214        0.67896        0.66577        0.65259        0.63940        0.62622        0.61304        0.59985        0.58667        0.57349        0.56030        0.54712        0.53394        0.52075        0.50757        0.49438        0.48120        0.46802        0.45483        0.44165        0.42847        0.41528        0.40210        0.38892        0.37573        0.36255        0.34937        0.33618        0.32300        0.30981        0.29663        0.28345        0.27026        0.25708        0.24390        0.23071        0.21753        0.20435        0.19116        0.17798        0.16479        0.15161        0.13843        0.12524        0.11206        0.09888        0.08569        0.07251        0.05933        0.04614        0.03296        0.01978        0.00659       -0.00659       -0.01978       -0.03296       -0.04614       -0.05933       -0.07251       -0.08569       -0.09888       -0.11206       -0.12524       -0.13843       -0.15161       -0.16479       -0.17798       -0.19116       -0.20435       -0.21753       -0.23071       -0.24390       -0.25708       -0.27026       -0.28345       -0.29663       -0.30981       -0.32300       -0.33618       -0.34937       -0.36255       -0.37573       -0.38892       -0.40210       -0.41528       -0.42847       -0.44165       -0.45483       -0.46802       -0.48120       -0.49438       -0.50757       -0.52075       -0.53394       -0.54712       -0.56030       -0.57349       -0.58667       -0.59985       -0.61304       -0.62622       -0.63940       -0.65259       -0.66577       -0.67896       -0.69214       -0.70532       -0.71851       -0.73169       -0.74487       -0.75806       -0.77124       -0.78442       -0.79761       -0.81079       -0.82397       -0.83716
        0.79065        0.77820        0.76575        0.75330        0.74084        0.72839        0.71594        0.70349        0.69104        0.67859        0.66614        0.65369        0.64124        0.62878        0.61633        0.60388        0.59143        0.57898        0.56653        0.55408        0.54163        0.52917        0.51672        0.50427        0.49182        0.47937        0.46692        0.45447        0.44202        0.42957        0.41711        0.40466        0.39221        0.37976        0.36731        0.35486        0.34241        0.32996        0.31750        0.30505        0.29260        0.28015        0.26770        0.25525        0.24280        0.23035        0.21790        0.20544        0.19299        0.18054        0.16809        0.15564        0.14319        0.13074        0.11829        0.10583        0.09338        0.08093        0.06848        0.05603        0.04358        0.03113        0.01868        0.00623       -0.00623       -0.01868       -0.03113       -0.04358       -0.05603       -0.06848       -0.08093       -0.09338       -0.10583       -0.11829       -0.13074       -0.14319       -0.15564       -0.16809       -0.18054       -0.19299       -0.20544       -0.21790       -0.23035       -0.24280       -0.25525       -0.26770       -0.28015       -0.29260       -0.30505       -0.31750       -0.32996       -0.34241       -0.35486       -0.36731       -0.37976       -0.39221       -0.40466       -0.41711       -0.42957       -0.44202       -0.45447       -0.46692       -0.47937       -0.49182       -0.50427       -0.51672       -0.52917       -0.54163       -0.55408       -0.56653       -0.57898       -0.59143       -0.60388       -0.61633       -0.62878       -0.64124       -0.65369       -0.66614       -0.67859       -0.69104       -0.70349       -0.71594       -0.72839       -0.74084       -0.75330       -0.76575       -0.77820       -0.79065
        0.74414        0.73242        0.72070        0.70898        0.69727        0.68555        0.67383        0.66211        0.65039        0.63867        0.62695        0.61523        0.60352        0.59180        0.58008        0.56836        0.55664        0.54492        0.53320        0.52148        0.50977        0.49805        0.48633        0.47461        0.46289        0.45117        0.43945        0.42773        0.41602        0.40430        0.39258        0.38086        0.36914        0.35742        0.34570        0.33398        0.32227        0.31055        0.29883        0.28711        0.27539        0.26367        0.25195        0.24023        0.22852        0.21680        0.20508        0.19336        0.18164        0.16992        0.15820        0.14648        0.13477        0.12305        0.11133        0.09961        0.08789        0.07617        0.06445        0.05273        0.04102        0.02930        0.01758        0.00586       -0.00586       -0.01758       -0.02930       -0.04102       -0.05273       -0.06445       -0.07617       -0.08789       -0.09961       -0.11133       -0.12305       -0.13477       -0.14648       -0.15820       -0.16992       -0.18164       -0.19336       -0.20508       -0.21680       -0.22852       -0.24023       -0.25195       -0.26367       -0.27539       -0.28711       -0.29883       -0.31055       -0.32227       -0.33398       -0.34570       -0.35742       -0.36914       -0.38086       -0.39258       -0.40430       -0.41602       -0.42773       -0.43945       -0.45117       -0.46289       -0.47461       -0.48633       -0.49805       -0.50977       -0.52148       -0.53320       -0.54492       -0.55664       -0.56836       -0.58008       -0.59180       -0.60352       -0.61523       -0.62695       -0.63867       -0.65039       -0.66211       -0.67383       -0.68555       -0.69727       -0.70898       -0.72070       -0.73242       -0.74414
        0.69763        0.68665        0.67566        0.66467        0.65369        0.64270        0.63171        0.62073        0.60974        0.59875        0.58777        0.57678        0.56580        0.55481        0.54382        0.53284        0.52185        0.51086        0.49988        0.48889        0.47791        0.46692        0.45593        0.44495        0.43396        0.42297        0.41199        0.40100        0.39001        0.37903        0.36804        0.35706        0.34607        0.33508        0.32410        0.31311        0.30212        0.29114        0.28015        0.26917        0.25818        0.24719        0.23621        0.22522        0.21423        0.20325        0.19226        0.18127        0.17029        0.15930        0.14832        0.13733        0.12634        0.11536        0.10437        0.09338        0.08240        0.07141        0.06042        0.04944        0.03845        0.02747        0.01648        0.00549       -0.00549       -0.01648       -0.02747       -0.03845       -0.04944       -0.06042       -0.07141       -0.08240       -0.09338       -0.10437       -0.11536       -0.12634       -0.13733       -0.14832       -0.15930       -0.17029       -0.18127       -0.19226       -0.20325       -0.21423       -0.22522       -0.23621       -0.24719       -0.25818       -0.26917       -0.28015       -0.29114       -0.30212       -0.31311       -0.32410       -0.33508       -0.34607       -0.35706       -0.36804       -0.37903       -0.39001       -0.40100       -0.41199       -0.42297       -0.43396       -0.44495       -0.45593       -0.46692       -0.47791       -0.48889       -0.49988       -0.51086       -0.52185       -0.53284       -0.54382       -0.55481       -0.56580       -0.57678       -0.58777       -0.59875       -0.60974       -0.62073       -0.63171       -0.64270       -0.65369       -0.66467       -0.67566       -0.68665       -0.69763
        0.65112        0.64087        0.63062        0.62036        0.61011        0.59985        0.58960        0.57935        0.56909        0.55884        0.54858        0.53833        0.52808        0.51782        0.50757        0.49731        0.48706        0.47681        0.46655        0.45630        0.44604        0.43579        0.42554        0.41528        0.40503        0.39478        0.38452        0.37427        0.36401        0.35376        0.34351        0.33325        0.32300        0.31274        0.30249        0.29224        0.28198        0.27173        0.26147        0.25122        0.24097        0.23071        0.22046        0.21021        0.19995        0.18970        0.17944        0.16919        0.15894        0.14868        0.13843        0.12817        0.11792        0.10767        0.09741        0.08716        0.07690        0.06665        0.05640        0.04614        0.03589        0.02563        0.01538        0.00513       -0.00513       -0.01538       -0.02563       -0.03589       -0.04614       -0.05640       -0.06665       -0.07690       -0.08716       -0.09741       -0.10767       -0.11792       -0.12817       -0.13843       -0.14868       -0.15894       -0.16919       -0.17944       -0.18970       -0.19995       -0.21021       -0.22046       -0.23071       -0.24097       -0.25122       -0.26147       -0.27173       -0.28198       -0.29224       -0.30249       -0.31274       -0.32300       -0.33325       -0.34351       -0.35376       -0.36401       -0.37427       -0.38452       -0.39478       -0.40503       -0.41528       -0.42554       -0.43579       -0.44604       -0.45630       -0.46655       -0.47681       -0.48706       -0.49731       -0.50757       -0.51782       -0.52808       -0.53833       -0.54858       -0.55884       -0.56909       -0.57935       -0.58960       -0.59985       -0.61011       -0.62036       -0.63062       -0.64087       -0.65112
        0.60461        0.59509        0.58557        0.57605        0.56653        0.55701        0.54749        0.53796        0.52844        0.51892        0.50940        0.49988        0.49036        0.48083        0.47131        0.46179        0.45227        0.44275        0.43323        0.42371        0.41418        0.40466        0.39514        0.38562        0.37610        0.36658        0.35706        0.34753        0.33801        0.32849        0.31897        0.30945        0.29993        0.29041        0.28088        0.27136        0.26184        0.25232        0.24280        0.23328        0.22375        0.21423        0.20471        0.19519        0.18567        0.17615        0.16663        0.15710        0.14758        0.13806        0.12854        0.11902        0.10950        0.09998        0.09045        0.08093        0.07141        0.06189        0.05237        0.04285        0.03333        0.02380        0.01428        0.00476       -0.00476       -0.01428       -0.02380       -0.03333       -0.04285       -0.05237       -0.06189       -0.07141       -0.08093       -0.09045       -0.09998       -0.10950       -0.11902       -0.12854       -0.13806       -0.14758       -0.15710       -0.16663       -0.17615       -0.18567       -0.19519       -0.20471       -0.21423       -0.22375       -0.23328       -0.24280       -0.25232       -0.26184       -0.27136       -0.28088       -0.29041       -0.29993       -0.30945       -0.31897       -0.32849       -0.33801       -0.34753       -0.35706       -0.36658       -0.37610       -0.38562       -0.39514       -0.40466       -0.41418       -0.42371       -0.43323       -0.44275       -0.45227       -0.46179       -0.47131       -0.48083       -0.49036       -0.49988       -0.50940       -0.51892       -0.52844       -0.53796       -0.54749       -0.55701       -0.56653       -0.57605       -0.58557       -0.59509       -0.60461
        0.55811        0.54932        0.54053        0.53174        0.52295        0.51416        0.50537        0.49658        0.48779        0.47900        0.47021        0.46143        0.45264        0.44385        0.43506        0.42627        0.41748        0.40869        0.39990        0.39111        0.38232        0.37354        0.36475        0.35596        0.34717        0.33838        0.32959        0.32080        0.31201        0.30322        0.29443        0.28564        0.27686        0.26807        0.25928        0.25049        0.24170        0.23291        0.22412        0.21533        0.20654        0.19775        0.18896        0.18018        0.17139        0.16260        0.15381        0.14502        0.13623        0.12744        0.11865        0.10986        0.10107        0.09229        0.08350        0.07471        0.06592        0.05713        0.04834        0.03955        0.03076        0.02197        0.01318        0.00439       -0.00439       -0.01318       -0.02197       -0.03076       -0.03955       -0.04834       -0.05713       -0.06592       -0.07471       -0.08350       -0.09229       -0.10107       -0.10986       -0.11865       -0.12744       -0.13623       -0.14502       -0.15381       -0.16260       -0.17139       -0.18018       -0.18896       -0.19775       -0.20654       -0.21533       -0.22412       -0.23291       -0.24170       -0.25049       -0.25928       -0.26807       -0.27686       -0.28564       -0.29443       -0.30322       -0.31201       -0.32080       -0.32959       -0.33838       -0.34717       -0.35596       -0.36475       -0.37354       -0.38232       -0.39111       -0.39990       -0.40869       -0.41748       -0.42627       -0.43506       -0.44385       -0.45264       -0.46143       -0.47021       -0.47900       -0.48779       -0.49658       -0.50537       -0.51416       -0.52295       -0.53174       -0.54053       -0.54932       -0.55811
        0.51160        0.50354        0.49548        0.48743        0.47937        0.47131        0.46326        0.45520        0.44714        0.43909        0.43103        0.42297        0.41492        0.40686        0.39880        0.39075        0.38269        0.37463        0.36658        0.35852        0.35046        0.34241        0.33435        0.32629        0.31824        0.31018        0.30212        0.29407        0.28601        0.27795        0.26990        0.26184        0.25378        0.24573        0.23767        0.22961        0.22156        0.21350        0.20544        0.19739        0.18933        0.18127        0.17322        0.16516        0.15710        0.14905        0.14099        0.13293        0.12488        0.11682        0.10876        0.10071        0.09265        0.08459        0.07654        0.06848        0.06042        0.05237        0.04431        0.03625        0.02820        0.02014        0.01208        0.00403       -0.00403       -0.01208       -0.02014       -0.02820       -0.03625       -0.04431       -0.05237       -0.06042       -0.06848       -0.07654       -0.08459       -0.09265       -0.10071       -0.10876       -0.11682       -0.12488       -0.13293       -0.14099       -0.14905       -0.15710       -0.16516       -0.17322       -0.18127       -0.18933       -0.19739       -0.20544       -0.21350       -0.22156       -0.22961       -0.23767       -0.24573       -0.25378       -0.26184       -0.26990       -0.27795       -0.28601       -0.29407       -0.30212       -0.31018       -0.31824       -0.32629       -0.33435       -0.34241       -0.35046       -0.35852       -0.36658       -0.37463       -0.38269       -0.39075       -0.39880       -0.40686       -0.41492       -0.42297       -0.43103       -0.43909       -0.44714       -0.45520       -0.46326       -0.47131       -0.47937       -0.48743       -0.49548       -0.50354       -0.51160
